customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,usage_drop,low_engagement,recent_risk,churn_risk_score,customer_value,action_segment,revenue_at_risk
7284-BUYEC,Female,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.95,229.4,No,0,0.9305555555555556,0.4290526315789474,0.9305555555555556,78.01046783625732,254.75,High Risk - Low Value,198.73166681286554
2041-JIJCI,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,No,0,0.9305555555555556,0.5389473684210526,0.9305555555555556,81.30730994152047,320.0,High Risk - Low Value,260.18339181286547
1086-LXKFY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,Yes,1,0.9861111111111112,0.5818947368421052,0.9861111111111112,86.48461988304095,69.1,High Risk - Low Value,59.76087233918129
4900-MSOMT,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.2,5714.2,No,0,0.0,0.6753684210526316,0.0,20.26105263157895,5774.400000000001,Low Risk,1169.954223157895
2229-VWQJH,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,No,0,0.6666666666666667,0.41515789473684206,0.6666666666666667,59.121403508771934,1183.1999999999998,Low Risk,699.5244463157894
9194-GFVOI,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.35,3571.6,No,0,0.41666666666666663,0.7103157894736841,0.41666666666666663,50.47614035087719,3542.7,Low Risk,1788.218224210526
1336-EZFZY,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,No,0,0.9444444444444444,0.1688421052631579,0.9444444444444444,71.17637426900585,80.2,High Risk - Low Value,57.08345216374269
4282-MSACW,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No,0,0.05555555555555558,0.9869473684210527,0.05555555555555558,33.49730994152047,7969.6,Low Risk,2669.6016130994153
1403-LKLIK,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,579.4,No,0,0.5416666666666667,0.16926315789473687,0.5416666666666667,42.99456140350878,663.3000000000001,Low Risk,285.1829257894738
2636-ALXXZ,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,0.9861111111111112,0.5861052631578947,0.9861111111111112,86.61093567251463,69.6,High Risk - Low Value,60.28121122807018
7774-OJSXI,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.45,3066.45,Yes,1,0.5694444444444444,0.8711578947368421,0.5694444444444444,65.99584795321637,3206.9500000000003,Low Risk,2116.4538459356727
7786-WBJYI,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Yes,1,0.9444444444444444,0.656421052631579,0.9444444444444444,85.80374269005848,311.8,High Risk - Low Value,267.53606970760234
0136-IFMYD,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.95,7634.25,No,0,0.04166666666666663,0.9258947368421053,0.04166666666666663,30.693508771929828,7586.55,Low Risk,2328.5783897368424
5144-TVGLP,Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,No,0,0.4722222222222222,0.7978947368421052,0.4722222222222222,56.99239766081872,3600.5,Low Risk,2052.011277777778
9643-AVVWI,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,No,0,0.9583333333333334,0.6736842105263158,0.9583333333333334,87.29385964912281,240.0,High Risk - Low Value,209.50526315789475
0253-ZTEOB,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.65,3870.3,No,0,0.33333333333333337,0.6707368421052632,0.33333333333333337,43.45543859649123,3823.2000000000003,Low Risk,1661.3883284210526
2706-QZIHY,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,No,0,0.7916666666666666,0.21221052631578946,0.7916666666666666,61.78298245614036,378.0,Low Risk,233.53967368421056
6061-PQHMK,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,527.5,No,0,0.6527777777777778,0.16757894736842105,0.6527777777777778,50.72181286549707,497.49999999999994,Low Risk,252.3410190058479
9885-CSMWE,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,Yes,1,0.9861111111111112,0.6606315789473685,0.9861111111111112,88.84672514619885,78.45,High Risk - Low Value,69.700255877193
6137-MFAJN,Female,0,No,No,48,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.8,2104.55,No,0,0.33333333333333337,0.3772631578947368,0.33333333333333337,34.65122807017544,2150.3999999999996,Low Risk,745.1400084210526
9122-UMROB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,0,0.9861111111111112,0.17094736842105263,0.9861111111111112,74.15619883040935,20.3,High Risk - Low Value,15.053708362573099
4232-JGKIY,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,19.2,No,0,0.9861111111111112,0.1616842105263158,0.9861111111111112,73.87830409356727,19.2,High Risk - Low Value,14.184634385964916
2402-TAIRZ,Female,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,80.05,3019.1,No,0,0.48611111111111116,0.6741052631578948,0.48611111111111116,54.25093567251462,2961.85,Low Risk,1606.8313382163742
9659-ZTWSM,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No,0,0.08333333333333337,0.9039999999999999,0.08333333333333337,32.953333333333326,7085.099999999999,Low Risk,2334.776619999999
9139-TWBAS,Female,0,Yes,No,26,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.85,1190.5,No,0,0.6388888888888888,0.40294736842105267,0.6388888888888888,56.8106432748538,1244.1000000000001,Low Risk,706.7812129824562
6685-GBWJZ,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.8,4448.8,No,0,0.125,0.5962105263157894,0.125,26.63631578947368,4460.4,Low Risk,1188.086229473684
5016-ETTFF,Male,0,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,Yes,1,0.8611111111111112,0.24842105263157896,0.8611111111111112,67.73040935672516,295.0,Low Risk,199.80470760233922
3866-MDTUB,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,146.9,Yes,1,0.9722222222222222,0.5957894736842105,0.9722222222222222,85.92923976608186,141.5,High Risk - Low Value,121.58987426900585
2195-VVRJF,Male,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,No,0,0.75,0.4976842105263158,0.75,67.43052631578948,1063.8,Low Risk,717.3259389473684
3913-RDSJZ,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.55,1714.95,No,0,0.11111111111111116,0.2151578947368421,0.11111111111111116,14.232514619883045,1635.2,Low Risk,232.73007906432753
8058-JMEQO,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,Yes,1,0.875,0.7111578947368421,0.875,82.58473684210526,760.0500000000001,High Risk - Low Value,627.6852923684211
4203-QGNZA,Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,535.35,No,0,0.6111111111111112,0.1705263157894737,0.6111111111111112,47.893567251461995,567.0,Low Risk,271.5565263157895
5043-TRZWM,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,No,0,0.9861111111111112,0.6362105263157894,0.9861111111111112,88.11409356725146,75.55,High Risk - Low Value,66.57019769005848
0697-ZMSWS,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,Yes,1,0.9444444444444444,0.7212631578947369,0.9444444444444444,87.74900584795321,342.6,High Risk - Low Value,300.6280940350877
7657-DYEPJ,Male,1,No,No,38,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.15,2497.35,Yes,1,0.4722222222222222,0.5907368421052632,0.4722222222222222,50.77766081871344,2665.7000000000003,Low Risk,1353.5801044444445
9494-BDNNC,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.3,6273.4,No,0,0.08333333333333337,0.8025263157894736,0.08333333333333337,29.909122807017546,6289.8,Low Risk,1881.2240063157897
1640-PLFMP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,No,0,0.9861111111111112,0.5915789473684211,0.9861111111111112,86.77514619883043,70.25,High Risk - Low Value,60.95954020467837
5366-OBVMR,Female,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,No,0,0.75,0.42357894736842105,0.75,65.20736842105264,905.4,Low Risk,590.3875136842106
8276-MQBYC,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.8,4913.3,Yes,1,0.29166666666666663,0.8235789473684211,0.29166666666666663,45.12403508771929,4987.8,Low Risk,2250.696622105263
7644-OMVMY,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1397.475,No,0,1.0,0.16715789473684212,1.0,75.01473684210526,0.0,High Risk - Low Value,0.0
7593-XFKDI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,Yes,1,0.9861111111111112,0.38989473684210524,0.9861111111111112,80.72461988304094,46.3,High Risk - Low Value,37.375499005847956
4573-JKNAE,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,No,0,0.8333333333333334,0.16294736842105265,0.8333333333333334,63.221754385964914,232.20000000000002,Low Risk,146.80091368421054
0337-CNPZE,Female,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,Yes,1,0.4305555555555556,0.895157894736842,0.4305555555555556,56.99362573099415,4358.3,Low Risk,2483.953190233918
9817-APLHW,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.0,316.2,No,0,0.8333333333333334,0.21052631578947367,0.8333333333333334,64.64912280701755,300.0,Low Risk,193.94736842105263
8380-MQINP,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,1079.05,No,0,0.23611111111111116,0.17094736842105263,0.23611111111111116,21.656198830409362,1116.5,Low Risk,241.79145994152054
0840-DFEZH,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,No,0,0.9027777777777778,0.6345263157894736,0.9027777777777778,82.23023391812865,527.4499999999999,High Risk - Low Value,433.7233688011695
1513-XNPPH,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.4,1095.65,Yes,1,0.8333333333333334,0.752842105263158,0.8333333333333334,80.91859649122807,1072.8000000000002,High Risk - Low Value,868.0947031578949
8690-ZVLCL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,No,0,0.05555555555555558,0.7410526315789474,0.05555555555555558,26.120467836257312,5984.0,Low Risk,1563.0487953216375
6015-VVHHE,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,Yes,1,0.9305555555555556,0.7002105263157895,0.9305555555555556,86.14520467836257,415.75,High Risk - Low Value,358.1486884502924
1125-SNVCK,Female,1,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,No,0,0.3194444444444444,0.36884210526315786,0.3194444444444444,33.42637426900584,2146.2,Low Risk,717.3968445614033
0384-LPITE,Male,0,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,No,0,0.4444444444444444,0.5225263157894736,0.4444444444444444,46.78690058479532,2482.0,Low Risk,1161.25087251462
4616-EWBNJ,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,No,0,0.7777777777777778,0.16926315789473687,0.7777777777777778,59.522339181286554,321.6,Low Risk,191.42384280701756
6347-DCUIK,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,811.8,Yes,1,0.8611111111111112,0.624421052631579,0.8611111111111112,79.01040935672516,741.5,High Risk - Low Value,585.8621853801171
1335-HQMKX,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,No,0,0.0,0.8534736842105263,0.0,25.604210526315786,7297.2,Low Risk,1868.3904505263154
2545-EBUPK,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,No,0,0.9722222222222222,0.7077894736842105,0.9722222222222222,89.28923976608186,168.1,High Risk - Low Value,150.09521204678362
6923-AQONU,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,No,0,0.6805555555555556,0.176,0.6805555555555556,52.918888888888894,480.7,Low Risk,254.3810988888889
2172-EJXVF,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,No,0,0.01388888888888884,0.8917894736842106,0.01388888888888884,27.725906432748538,7518.900000000001,Low Risk,2084.6831787719298
0897-FEGMU,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,Yes,1,0.8472222222222222,0.8378947368421052,0.8472222222222222,84.44239766081871,1094.5,High Risk - Low Value,924.2220423976609
7663-RGWBC,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,Yes,1,0.9861111111111112,0.3717894736842105,0.9861111111111112,80.1814619883041,44.15,High Risk - Low Value,35.40011546783626
1120-BMWUB,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.9,834.15,Yes,1,0.7777777777777778,0.45389473684210524,0.7777777777777778,68.0612865497076,862.4,Low Risk,586.9605352046783
9124-LHCJQ,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,Yes,1,0.9861111111111112,0.7195789473684211,0.9861111111111112,90.61514619883042,85.45,High Risk - Low Value,77.43064242690059
4536-PLEQY,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,No,0,0.8333333333333334,0.7162105263157894,0.8333333333333334,79.81964912280701,1020.5999999999999,High Risk - Low Value,814.6393389473683
7029-IJEJK,Female,0,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,No,0,0.25,0.37136842105263157,0.25,28.64105263157895,2381.4,Low Risk,682.0580273684211
8871-JLMHM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,No,0,0.05555555555555558,0.7595789473684211,0.05555555555555558,26.676257309941526,6133.6,Low Risk,1636.2149183625736
2235-ZGKPT,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,Yes,1,0.9444444444444444,0.4282105263157895,0.9444444444444444,78.95742690058479,203.4,High Risk - Low Value,160.59940631578948
3891-PUQOD,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,Yes,1,0.9861111111111112,0.4985263157894737,0.9861111111111112,83.98356725146199,59.2,High Risk - Low Value,49.7182718128655
5447-VYTKW,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,No,0,0.625,0.4501052631578948,0.625,57.25315789473684,1443.15,Low Risk,826.2489481578948
3623-FQBOX,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,No,0,0.7083333333333333,0.16799999999999998,0.7083333333333333,54.623333333333335,418.95,Low Risk,228.844455
0689-NKYLF,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,Yes,1,0.8194444444444444,0.7006315789473685,0.8194444444444444,78.38005847953217,1081.6000000000001,High Risk - Low Value,847.75871251462
8659-HDIYE,Female,1,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,No,0,0.11111111111111116,0.6286315789473684,0.11111111111111116,26.63672514619883,4777.6,Low Risk,1272.5961805847955
3658-KIBGF,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.9,54.9,Yes,1,0.9861111111111112,0.4623157894736842,0.9861111111111112,82.89725146198832,54.9,High Risk - Low Value,45.51059105263159
3474-BAFSJ,Male,0,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,No,0,0.20833333333333337,0.4842105263157895,0.20833333333333337,29.109649122807017,3277.5,Low Risk,954.06875
5519-YLDGW,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,Yes,1,0.7083333333333333,0.8749473684210527,0.7083333333333333,75.8317543859649,2181.9,High Risk - High Value,1654.5730489473683
3865-ZFZIB,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,No,0,0.7361111111111112,0.1654736842105263,0.7361111111111112,56.49198830409357,373.34999999999997,Low Risk,210.9128383333333
1855-AGAWH,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,No,0,0.5694444444444444,0.7898947368421052,0.5694444444444444,63.557953216374266,2907.7999999999997,Low Risk,1848.1381636257306
7109-CQYUZ,Male,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,No,0,0.2777777777777778,0.751578947368421,0.2777777777777778,41.991812865497074,4641.0,Low Risk,1948.8400350877193
1370-GGAWX,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,No,0,0.36111111111111116,0.7928421052631579,0.36111111111111116,49.06304093567251,4330.900000000001,Low Risk,2124.8712398830407
4680-KUTAJ,Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,No,0,0.8472222222222222,0.46821052631578947,0.8472222222222222,73.35187134502924,611.6,High Risk - Low Value,448.62004514619883
5307-UVGNB,Female,0,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,No,0,0.26388888888888884,0.41010526315789475,0.26388888888888884,30.775380116959063,2581.1000000000004,Low Risk,794.3433361988305
4946-EDSEW,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,Yes,1,0.8472222222222222,0.16210526315789472,0.8472222222222222,64.1687134502924,211.75,Low Risk,135.87725073099415
2883-ILGWO,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,No,0,0.20833333333333337,0.8833684210526316,0.20833333333333337,41.084385964912286,5979.3,Low Risk,2456.5586900000003
2516-VQRRV,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,1,0.9722222222222222,0.6353684210526316,0.9722222222222222,87.1166081871345,150.9,High Risk - Low Value,131.45896175438597
7580-UGXNC,Female,1,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.85,104.2,Yes,1,0.9722222222222222,0.4618947368421053,0.9722222222222222,81.91239766081871,109.7,High Risk - Low Value,89.85790023391813
3642-BYHDO,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,No,0,0.01388888888888884,0.16757894736842105,0.01388888888888884,5.99959064327485,1412.8999999999999,Low Risk,84.76821619883034
9629-NHXFW,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0,0.9861111111111112,0.16336842105263158,0.9861111111111112,73.92883040935672,19.4,High Risk - Low Value,14.342193099415201
2696-RZVZW,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,No,0,0.05555555555555558,0.21094736842105263,0.05555555555555558,10.21730994152047,1703.4,Low Risk,174.0416575438597
5766-FTRTS,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,No,0,0.0,0.7111578947368421,0.0,21.33473684210526,6080.400000000001,Low Risk,1297.2373389473685
0396-HUJBP,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,No,0,0.9722222222222222,0.16252631578947369,0.9722222222222222,72.93134502923976,38.6,High Risk - Low Value,28.151499181286553
5178-LMXOP,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,1,0.9861111111111112,0.8008421052631578,0.9861111111111112,93.05304093567253,95.1,High Risk - Low Value,88.49344192982457
8879-ZKJOF,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,No,0,0.4305555555555556,0.6724210526315789,0.4305555555555556,50.31152046783626,3273.85,Low Risk,1647.1237128362573
6285-FTQBF,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,No,0,0.0,0.2151578947368421,0.0,6.454736842105263,1839.6000000000001,Low Risk,118.74133894736843
8185-UPYBR,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,Yes,1,0.9166666666666666,0.6357894736842106,0.9166666666666666,83.240350877193,453.0,High Risk - Low Value,377.07878947368425
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,Yes,1,0.9444444444444444,0.6210526315789474,0.9444444444444444,84.74269005847952,295.0,High Risk - Low Value,249.99093567251458
7526-BEZQB,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,Yes,1,0.8333333333333334,0.8088421052631579,0.8333333333333334,82.59859649122807,1152.6,High Risk - Low Value,952.0314231578946
1474-JUWSM,Female,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,No,0,0.19444444444444442,0.5760000000000001,0.19444444444444442,30.891111111111115,3967.2000000000003,Low Risk,1225.5121600000002
3530-CRZSB,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,No,0,0.9027777777777778,0.17389473684210524,0.9027777777777778,68.41128654970761,144.54999999999998,Low Risk,98.88851470760234
8498-XXGWA,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,No,0,0.09722222222222221,0.46442105263157896,0.09722222222222221,20.738187134502923,3584.75,Low Risk,743.4121633040935
9617-INGJY,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,0,0.9861111111111112,0.5945263157894737,0.9861111111111112,86.863567251462,70.6,High Risk - Low Value,61.32567847953217
0621-TSSMU,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,No,0,0.2222222222222222,0.16799999999999998,0.2222222222222222,20.595555555555556,1117.2,Low Risk,230.09354666666667
7234-KMNRQ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,No,0,0.9444444444444444,0.16,0.9444444444444444,70.9111111111111,76.0,High Risk - Low Value,53.892444444444436
